超清精彩,#genre#
好萊塢電影,https://iptv.zarro.ccwu.cc/live/rx3/37/a39af006b3114d9796dc34052dc12762/index.m3u8
愛爾達影劇,https://iptv.zarro.ccwu.cc/live/rx6/500/0449c21df9c9a9c6d710f6961b6a31f5/index.m3u8
CineMAX,https://iptv.zarro.ccwu.cc/live/rx1/346/e4ed29f1c90abbce77af020f4590c887/index.m3u8
緯來精彩,https://iptv.zarro.ccwu.cc/live/rx3/2280/6f351458fe0e4c1b980542508f1786d4/index.m3u8
EYE戲劇,https://iptv.zarro.ccwu.cc/live/rx2/191/9844351c76a1d8b931fa9ce4d75f5c11/index.m3u8
三立戲劇,https://iptv.zarro.ccwu.cc/live/rx2/64/6a8a649c2f0e67369f217293bb2f027b/index.m3u8
三立戲劇,https://iptv.zarro.ccwu.cc/live/rx3/2819/dbaeabf28c8ad7f801080066634b7e97/index.m3u8
龍華偶像,https://iptv.zarro.ccwu.cc/live/rx1/385/6893c00017254515f9e83206ed603dac/index.m3u8
霹靂臺灣,https://iptv.zarro.ccwu.cc/live/rx2/1339/ad14e3e3f16d2ab0c67eaf809481453d/index.m3u8
美亞電影,https://iptv.zarro.ccwu.cc/live/rx2/375/32545f856489cb883e0e85b8d6e21b50/index.m3u8
HBOSignature,https://iptv.zarro.ccwu.cc/live/rx3/329/c7cc598c9ce6547c15a2f805db2a4126/index.m3u8
HBOSignature,https://iptv.zarro.ccwu.cc/live/rx1/2824/1e73a237b32995792bd516dd0a995949/index.m3u8
HBO Hits,https://iptv.zarro.ccwu.cc/live/rx3/330/dbd1a7af13952246ab435e5dd189a445/index.m3u8
采昌影劇,https://iptv.zarro.ccwu.cc/live/rx6/2804/b85cad3ca2e1a68ca39bb47d67afa2c3/index.m3u8
影迷數位電影,https://iptv.zarro.ccwu.cc/live/rx6/2800/6f0115a5ee27c4d6024d04033790e8d2/index.m3u8
龍華戲劇,http://iptv.zarro.ccwu.cc/live/rx6/2796/6c42d2b7652770d121aa4b0cd7dc53fe/index.m3u8
龍華經典,http://iptv.zarro.ccwu.cc/live/rx6/100/382f6a8ecde4c0a065d677d355ec9f2d/index.m3u8
龍翔時代,https://iptv.zarro.ccwu.cc/live/rx6/373/1211fae2ba7ce9108a5f0c0df696ab4b/index.m3u8
AXN臺灣,https://iptv.zarro.ccwu.cc/live/rx6/2816/2eb64f9dc5fe51e0d8b6fbff2dcb925f/index.m3u8
天映經典,https://iptv.zarro.ccwu.cc/live/rx5/2289/c6b268f6f9f471bef0e26557fa1ac682/index.m3u8
AXN亞洲,https://iptv.zarro.ccwu.cc/live/rx6/1066/eeb9d44932c969f2f53f2444b08d2947/index.m3u8
Trill恐怖電影,https://iptv.zarro.ccwu.cc/live/rx6/18/c3a80d4137bc6c4a8d2259ca68baeb70/index.m3u8
龍華電影,https://iptv.zarro.ccwu.cc/live/rx3/311/2a4b6cc3e989028f7e28511b2c7496da/index.m3u8
華納電影,https://iptv.zarro.ccwu.cc/live/rx3/83/99bdc14a08a792d5245e33113b3f6245/index.m3u8
CATCHPLAY,https://iptv.zarro.ccwu.cc/live/rx6/362/f2624359c1f8966dfa559f640164f9d6/index.m3u8
TVB亞洲劇,https://iptv.zarro.ccwu.cc/live/rx6/1048/35626f14e1c5aaaceaeaa95d61a0b97e/index.m3u8
TVB粵語片,https://iptv.zarro.ccwu.cc/live/rx6/1589/316058fa7ad11d4c460d039d5d75e309/index.m3u8
CHC高清電影,https://iptv.zarro.ccwu.cc/live/rx3/1345/659d81fd07de3c9ebb6595aa143422b1/index.m3u8
CHC動作電影,https://iptv.zarro.ccwu.cc/live/rx3/1346/1e3e0382d204c7c1e374c27c2e8396c8/index.m3u8
CHC家庭影院,http://iptv.zarro.ccwu.cc/live/rx6/1347/c61786e5a91ca66f8fee0a9686234494/index.m3u8
龍華洋片,https://iptv.zarro.ccwu.cc/live/rx3/341/37cdce4d94de7d9ec88aac2ee9783ab8/index.m3u8
TVB功夫台,https://iptv.zarro.ccwu.cc/live/rx6/168/055e4156c79a973b051b924d675bfe54/index.m3u8

央视,#genre#
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226249/index.m3u8?fmt=ts2hls
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226250/index.m3u8?fmt=ts2hls
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226253/index.m3u8?fmt=ts2hls
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225644/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226252/index.m3u8?fmt=ts2hls
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV13 4M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hls
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226200/index.m3u8
兵团卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226395/index.m3u8
江西教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
中国教育1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
